Table,Version Name,Version,URL,Scraped Date
Table 2,Package name | Version,Microsoft.NETCore.App.Runtime.Mono.tvossimulator-arm64.Msi.arm64,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,Microsoft.NETCore.App.Runtime.Mono.tvossimulator-arm64.Msi.x64,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,Microsoft.NETCore.App.Runtime.Mono.wasi-wasm.Msi.x64,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,Microsoft.NETCore.App.Runtime.NativeAOT.maccatalyst-arm64,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,Microsoft.NETCore.App.Runtime.NativeAOT.tvos-arm64,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,runtime.linux-musl-arm.Microsoft.NETCore.ILAsm,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,runtime.linux-musl-x64.Microsoft.DotNet.ILCompiler,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,runtime.linux-musl-arm64.Microsoft.NETCore.DotNetHost,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,runtime.osx-x64.Microsoft.NETCore.DotNetHostPolicy,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,runtime.osx-arm64.Microsoft.DotNet.ILCompiler,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,runtime.linux-x64.Microsoft.NETCore.DotNetHost,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,runtime.osx-arm64.Microsoft.NETCore.DotNetHostPolicy,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,runtime.osx-x64.Microsoft.NETCore.DotNetAppHost,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,runtime.osx-arm64.Microsoft.NETCore.ILAsm,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,runtime.osx-arm64.runtime.native.System.IO.Ports,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,runtime.osx-x64.Microsoft.NETCore.DotNetHostResolver,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,runtime.osx-x64.runtime.native.System.IO.Ports,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,runtime.win-arm64.Microsoft.NETCore.DotNetAppHost,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,runtime.win-x86.Microsoft.NETCore.ILAsm,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,runtime.win-x86.Microsoft.NETCore.DotNetHost,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,runtime.win-x86.Microsoft.NETCore.DotNetHostPolicy,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,System.Configuration.ConfigurationManager,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,runtime.win-x86.Microsoft.NETCore.ILDAsm,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,System.CodeDom,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,System.ComponentModel.Composition,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,System.Collections.Immutable,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,System.ComponentModel.Composition.Registration,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,System.Composition,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,System.Diagnostics.EventLog,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,System.Composition.AttributedModel,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,System.Composition.Convention,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,System.Data.OleDb,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,System.Data.Odbc,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,System.Diagnostics.DiagnosticSource,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,System.Diagnostics.PerformanceCounter,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,System.IO.Pipelines,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,System.Security.Cryptography.Pkcs,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,System.Runtime.Serialization.Schema,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,System.Security.Cryptography.Cose,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,System.Speech,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,System.Text.Json,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,System.Threading.AccessControl,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,System.Windows.Extensions,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,Microsoft.Extensions.Hosting,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,Microsoft.Extensions.FileSystemGlobbing,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,Microsoft.Extensions.FileProviders.Abstractions,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,Microsoft.Extensions.FileProviders.Composite,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,Microsoft.Extensions.Hosting.Systemd,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,Microsoft.Extensions.Logging.Console,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,Microsoft.Extensions.Hosting.WindowsServices,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,Microsoft.Extensions.Http,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,Microsoft.NET.Runtime.MonoAOTCompiler.Task,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,Microsoft.NET.Runtime.LibraryBuilder.Sdk,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,Microsoft.NET.Runtime.iOS.Sample.Mono,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,Microsoft.NET.Runtime.WebAssembly.Templates.Msi.x64,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,Microsoft.NET.Runtime.WebAssembly.Wasi.Sdk.Msi.x64,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,Microsoft.NET.Runtime.WebAssembly.Wasi.Sdk.Msi.x86,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,Microsoft.NET.Workload.Mono.ToolChain.Current.Manifest-8.0.100,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,Microsoft.NET.Sdk.IL,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,Microsoft.NETCore.App.Crossgen2.osx-arm64,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,Microsoft.NETCore.App.Host.linux-arm64,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,Microsoft.NETCore.App.Crossgen2.win-arm64,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,Microsoft.NETCore.App.Host.linux-bionic-arm64,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,Microsoft.NETCore.App.Host.win-x64,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,Microsoft.NETCore.App.Runtime.AOT.linux-arm64.Cross.android-arm,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,Microsoft.NETCore.App.Runtime.AOT.linux-x64.Cross.browser-wasm,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,Microsoft.NETCore.App.Runtime.AOT.osx-arm64.Cross.android-x64,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,Microsoft.NETCore.App.Runtime.AOT.osx-x64.Cross.maccatalyst-x64,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,Microsoft.NETCore.App.Runtime.AOT.win-x64.Cross.android-arm64,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,Microsoft.NETCore.App.Runtime.AOT.win-x64.Cross.android-arm64.Msi.arm64,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,Microsoft.NETCore.App.Runtime.AOT.win-x64.Cross.android-arm64.Msi.x64,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,Microsoft.NETCore.App.Runtime.linux-arm64,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,Microsoft.NETCore.App.Runtime.AOT.win-x64.Cross.android-x86.Msi.arm64,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,Microsoft.NETCore.App.Runtime.linux-musl-arm,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,Microsoft.NETCore.App.Runtime.linux-musl-arm64,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,Microsoft.NETCore.App.Runtime.Mono.browser-wasm,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,Microsoft.NETCore.App.Runtime.Mono.ios-arm64.Msi.x64,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,Microsoft.NETCore.App.Runtime.Mono.iossimulator-arm64.Msi.x86,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,Microsoft.NETCore.App.Runtime.Mono.iossimulator-x64.Msi.x64,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,Microsoft.NETCore.App.Runtime.Mono.multithread.browser-wasm,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,Microsoft.NETCore.App.Runtime.Mono.tvos-arm64,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,Microsoft.NETCore.App.Runtime.Mono.tvos-arm64.Msi.x86,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,Microsoft.NETCore.App.Runtime.Mono.tvossimulator-x64,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,Microsoft.NETCore.App.Runtime.osx-x64,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,Microsoft.NETCore.App.Runtime.osx-arm64,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,Microsoft.NETCore.App.Runtime.win-arm64.Msi.arm64,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,Microsoft.NETCore.App.Runtime.win-arm64.Msi.x86,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,Microsoft.NETCore.App.Runtime.win-x86.Msi.x64,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,runtime.linux-musl-arm.Microsoft.NETCore.DotNetHostPolicy,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,Microsoft.NETCore.DotNetAppHost,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,Microsoft.NETCore.DotNetHost,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,Microsoft.NETCore.DotNetHostPolicy,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,Microsoft.NETCore.DotNetHostResolver,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,Microsoft.XmlSerializer.Generator,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,Microsoft.NETCore.ILAsm,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,Microsoft.NETCore.ILDAsm,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,Microsoft.Win32.Registry.AccessControl,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,runtime.linux-arm.Microsoft.NETCore.DotNetHost,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,runtime.linux-arm.Microsoft.NETCore.DotNetHostPolicy,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,runtime.linux-arm.Microsoft.NETCore.DotNetHostResolver,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,runtime.linux-arm.Microsoft.NETCore.ILAsm,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,runtime.linux-arm64.Microsoft.NETCore.DotNetHost,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,runtime.linux-arm64.Microsoft.NETCore.DotNetHostPolicy,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,runtime.linux-arm64.Microsoft.NETCore.ILDAsm,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,runtime.linux-arm64.Microsoft.NETCore.DotNetHostResolver,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,runtime.linux-arm64.runtime.native.System.IO.Ports,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,runtime.linux-bionic-arm64.Microsoft.NETCore.DotNetHost,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,runtime.linux-musl-arm64.Microsoft.DotNet.ILCompiler,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,runtime.linux-musl-arm.Microsoft.NETCore.ILDAsm,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,runtime.linux-musl-x64.Microsoft.NETCore.DotNetAppHost,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,runtime.linux-musl-x64.Microsoft.NETCore.DotNetHostResolver,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,runtime.linux-x64.Microsoft.NETCore.DotNetHostPolicy,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,runtime.linux-x64.Microsoft.NETCore.DotNetHostResolver,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,runtime.linux-x64.Microsoft.NETCore.ILAsm,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,runtime.linux-x64.Microsoft.NETCore.ILDAsm,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,runtime.native.System.IO.Ports,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,runtime.linux-x64.runtime.native.System.IO.Ports,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,runtime.osx-arm64.Microsoft.NETCore.DotNetAppHost,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,runtime.osx-arm64.Microsoft.NETCore.ILDAsm,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,runtime.osx-x64.Microsoft.NETCore.DotNetHost,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,runtime.osx-x64.Microsoft.NETCore.ILAsm,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,runtime.osx-x64.Microsoft.NETCore.ILDAsm,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,runtime.win-arm64.Microsoft.NETCore.DotNetHostResolver,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,runtime.win-arm64.Microsoft.NETCore.ILAsm,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,runtime.win-x64.Microsoft.NETCore.DotNetAppHost,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,runtime.win-x86.Microsoft.NETCore.DotNetHostResolver,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,runtime.win-x64.Microsoft.NETCore.DotNetHostPolicy,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,runtime.win-x86.Microsoft.NETCore.DotNetAppHost,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,System.Composition.Hosting,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,System.Composition.Runtime,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,System.Composition.TypedParts,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,System.Formats.Asn1,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,System.Formats.Cbor,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,System.Reflection.Metadata,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,System.Net.Http.Json,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,System.Net.Http.WinHttpHandler,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,System.Security.Cryptography.ProtectedData,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,System.Text.Encodings.Web,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,System.ServiceModel.Syndication,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,System.ServiceProcess.ServiceController,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,System.Text.Encoding.CodePages,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,System.Threading.Tasks.Dataflow,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,Microsoft.NETCore.App.Runtime.AOT.linux-arm64.Cross.android-arm64,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,Microsoft.NETCore.App.Runtime.AOT.osx-arm64.Cross.maccatalyst-x64,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,Microsoft.NETCore.App.Runtime.AOT.osx-x64.Cross.android-x64,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,Microsoft.NETCore.App.Runtime.AOT.osx-x64.Cross.android-arm64,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,Microsoft.NETCore.App.Runtime.AOT.osx-x64.Cross.ios-arm64,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,Microsoft.NETCore.App.Runtime.AOT.osx-x64.Cross.browser-wasm,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,Microsoft.NETCore.App.Runtime.AOT.osx-x64.Cross.tvos-arm64,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,Microsoft.NETCore.App.Runtime.AOT.win-x64.Cross.android-x86,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,Microsoft.NETCore.App.Runtime.Mono.browser-wasm.Msi.x86,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,Microsoft.NETCore.App.Runtime.Mono.ios-arm64.Msi.arm64,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,Microsoft.NETCore.App.Runtime.Mono.iossimulator-arm64.Msi.arm64,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,Microsoft.NETCore.App.Runtime.Mono.iossimulator-x64.Msi.arm64,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,Microsoft.NETCore.App.Runtime.Mono.linux-arm,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,Microsoft.NETCore.App.Runtime.Mono.LLVM.linux-arm64,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,Microsoft.NETCore.App.Runtime.Mono.LLVM.osx-x64,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,Microsoft.NETCore.App.Runtime.Mono.multithread.browser-wasm.Msi.arm64,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,Microsoft.NETCore.App.Runtime.Mono.osx-x64,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,Microsoft.NETCore.App.Runtime.Mono.tvossimulator-arm64.Msi.x86,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,Microsoft.NETCore.App.Runtime.Mono.win-x86,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,Microsoft.NETCore.App.Runtime.Mono.win-x64,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,Microsoft.NETCore.App.Runtime.NativeAOT.ios-arm64,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,Microsoft.NETCore.App.Runtime.NativeAOT.osx-arm64,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,Microsoft.NETCore.App.Runtime.NativeAOT.osx-x64,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,Microsoft.NETCore.App.Runtime.win-x64.Msi.arm64,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,runtime.linux-arm64.Microsoft.NETCore.DotNetAppHost,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,runtime.linux-bionic-arm64.Microsoft.NETCore.DotNetHostPolicy,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,runtime.linux-bionic-x64.Microsoft.NETCore.DotNetHostResolver,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,runtime.linux-musl-arm.Microsoft.NETCore.DotNetAppHost,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,runtime.linux-musl-arm.Microsoft.NETCore.DotNetHostResolver,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,runtime.linux-musl-arm64.Microsoft.NETCore.DotNetAppHost,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,runtime.linux-musl-x64.Microsoft.NETCore.DotNetHostPolicy,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,runtime.linux-x64.Microsoft.NETCore.DotNetAppHost,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,runtime.osx-x64.Microsoft.DotNet.ILCompiler,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,runtime.win-arm64.Microsoft.DotNet.ILCompiler,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,runtime.win-arm64.Microsoft.NETCore.DotNetHostPolicy,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,runtime.win-x64.Microsoft.NETCore.DotNetHostResolver,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,runtime.win-arm64.Microsoft.NETCore.ILDAsm,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,runtime.win-x64.Microsoft.NETCore.ILAsm,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,System.IO.Ports,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,System.Numerics.Tensors,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,System.Runtime.Caching,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,System.Reflection.Context,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,System.Resources.Extensions,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,System.Security.Cryptography.Xml,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,Microsoft.NETCore.App.Runtime.AOT.win-x64.Cross.android-x86.Msi.x64,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,Microsoft.NETCore.App.Runtime.Mono.iossimulator-arm64,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,Microsoft.NETCore.App.Runtime.Mono.iossimulator-arm64.Msi.x64,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,System.Security.Permissions,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,Microsoft.Extensions.DependencyModel,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,Microsoft.Extensions.Configuration.Xml,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,Microsoft.ILVerification,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,Microsoft.NET.Runtime.Android.Sample.Mono,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,Microsoft.NET.Runtime.WebAssembly.Sdk.Msi.arm64,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,Microsoft.NET.Runtime.WebAssembly.Sdk.Msi.x64,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,Microsoft.NET.Runtime.WebAssembly.Sdk.Msi.x86,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,Microsoft.NET.Workload.Mono.ToolChain.Current.Manifest-8.0.100.Msi.x86,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,Microsoft.NET.Workload.Mono.ToolChain.net6.Manifest-8.0.100.Msi.arm64,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,Microsoft.NET.Workload.Mono.ToolChain.net6.Manifest-8.0.100.Msi.x86,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,Microsoft.NET.Workload.Mono.ToolChain.net7.Manifest-8.0.100.Msi.x86,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,Microsoft.NETCore.App.Crossgen2.linux-musl-x64,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,Microsoft.NETCore.App.Crossgen2.linux-musl-arm64,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,Microsoft.NETCore.App.Host.win-arm64,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
Table 2,Package name | Version,Microsoft.NETCore.App.Host.win-x86,https://versionsof.net/core/8.0/8.0.0/,14-10-2025
